product_name,brands,ingredients_text,
"Apple, lemon, ginger, love de-tox, apple, lemon, ginger",Healthy Ventures Llc,"Apple, lemon, ginger",
Garden party,Healthy Ventures Llc,"Tomato, red pepper, carrot, celery, lemon, basil, parsley, black pepper",
Cashew coffee juice,Healthy Ventures Llc,"Cashews, cold press peace coffee, filtered water, agave, salt.",
Organic cold press peace coffee,Healthy Ventures Llc,"Cashews, organic cold press coffee (filtered water, organic coffee beans), organic agave, organic vanilla, organic sea salt.",
Organic cold press peace coffee,Healthy Ventures Llc,"Cashews, organic cold press coffee (filtered water, organic coffee beans), organic agave, organic vanilla, organic lavender,organic sea salt.",
Organic cold press peace coffee,Healthy Ventures Llc,"Cashews, organic cold press coffee (filtered water, organic coffee beans), organic agave, organic cacao, organic sea salt.",
100% organic herbal tea,Healthy Mama,"Organic anise seed, organic raspberry leaf, organic fennel, organic spearmint, organic fenugreek, organic lemongrass, organic orange peel",
"Aurora Natural, Eat Healthy! P'Nut Butter Munchie Mix",Aurora Products,"Roasted peanuts (roasted in canola, peanut and/or sunflower oil, salt), raisins (sunflower oil), cranberries (sugar, sunflower and/or canola oil), peanut butter drops [sugar, palm kernel oil, partially defatted peanut flour, nonfat dry milk powder, salt, soy lecithin (emulsifier), semisweet chocolate chunks [sugar, chocolate liquor, cocoa butter, milk fat, soy lecithin (an emulsifier), salt, vanilla].",
Healthy Functional Drink,Latco Beverages Ind De Alimentos Ltda,"Purified water, juice concentrates (cranberry, pomegranate, blackberry), natural extracts (cupuacu, red tea), vitamins (a, b6, c, d, e, k), natural flavors, fruit and vegetable juice for color, citric acid, sucralose, acesulfame potassium.",
"Fierce greens kale, celery, romaine, dandelion, lemon 100% juice, fierce greens",Healthy Ventures Llc,"Celery, romaine lettuce, lemon, dandelion greens, kale",
"Happy green cucumber, pineapple, kale, mint, lime 100% juice, happy green",Healthy Ventures Llc,"Cucumber, pineapple, kale, lime, mint",
"Deep cleanse lemon cayenne maple syrup filtered water love, deep cleanse lemon cayenne, maple syrup",Healthy Ventures Llc,"Filtered water, lemon, maple syrup, cayenne",
"Radiance pineapple, green apple, cucumber, lime filtered water, radiance",Healthy Ventures Llc,"Pineapple, granny smith apple, cucumber, filtered water, lime",
"Terrafina, Heart Healthy Mix",Terrafina Llc,"California almonds, california walnuts, filberts, raw pistachio kernels, pecan halves.",
"North star trading company, snacks nuts heart healthy","North Star Trading Company,  Navy Exchange Service Command","Peanuts (peanuts, peanut oil, sea salt), almonds, peanut oil, sea salt), pistachios (pistachios, sea salt), hazelnuts (hazelnuts, peanut oil), walnuts, pecans (pecans, peanut oil, sea salt).",
"Tom & Glasser, Heart Healthy Mix",Torn & Glasser Inc,"Peanuts (peanuts, peanut oil, non gmo canola oil, salt), almonds (almonds, non gmo canola oil, salt), walnuts, filbert (filberts, non gmo canola oil, salt), pistachios (pistachios, non gmo canola oil, salt), pecans (pecans, non gmo canola oil, salt).",
"Roundy's, healthy heart mix",Roundy's,"Roasted almonds (almonds(usa), sunflower oil), raw walnuts (usa), roasted pecans(usa), sunflower oil), roasted pistachios (pistachios(usa), sunflower oil, sea salt), raw filberts (turkey).",
"Healthy Food Brands, A&W, Soda Bottles Gummy Candies With Real A&W Root Beer",Healthy Food Brands Llc,"Corn syrup, sugar, water, gelatin, natural & artificial flavor, root beer concentrate (caramel color, water, natural & artificial flavor), mineral oil*, carnauba wax.",
"Emojeez, Fruit Gummies, Assorted",Healthy Food Brands Llc,"Corn syrup, sugar, water, gelatin, dextrose, citric acid, natural & artificial flavor, fd&c red 40, yellow 5, yellow 6, blue 1, mineral oil, carnauba wax.",
"Best Fruits & Nuts, Heart Healthy Mix",Jakpan Enterprises Inc.,"Dried cranberries (cranberries, sugar, sunflower oil), raisins, almonds, cashews, pumpkin kernels, walnuts.",
"Nutty Naturals, Mojo Healthy Snack Mix",Nosher's Choice,"Almonds, cranberries, sunflower kernels, peanuts, salt, chocolate chips (sugar, chocolate liquor (processed with alkali), cocoa butter, soya lecithin (emulsifier), pure vanilla), sunflower oil.",
"Healthy ideas, pure orange juice",Healthy Ideas,Orange juice.,
Gummies,Healthy Food Brands Llc,"Corn syrup, sugar, water, gelatin, dextrose, citric acid, natural & artificial flavor, fd&c red 40, yellow 5, yellow 6, blue 1, mineral oil, carnauba wax",
Organic lightly sweetened blueberry pomegranate iced green tea,Healthy Beverage  Llc,"Filtered water, cane sugar+*, natural flavors (pomegranate, blueberry & other), acai juice+, lemon juice+, and green tea+*.",
Heart Healthy Mix,Cibo Vita Inc,"Raw almonds, walnuts, brazilian nuts, unsalted pepitas (roasted in peanuts and/or canola oil), filberts, raw shelled pistachios, cranberries (sunflower oil, sugar).",
100% organic herbal tea,Healthy Mama,"Organic spearmint, organic peppermint, organic chamomile, organic raspberry leaf, organic ginger, organic alfalfa, organic lemon verbena, organic rosehips",
"Welch's, pb&j trail mix, grape","Welch's,  Healthy Food Brands Llc","Peanuts, flavored dried cranberries (cranberries, sugar, sunflower oil, natural flavor). peanut flavored coating (dried cane syrup, palm kernel oil, partially defatted peanut flour, whey powder [milk], salt, soy lecithin [an emulsifier], yogurt flavored coating (sugar, palm kernel oil and/or palm oil, nonfat dry milk, whey powder, nonfat yogurt powder [cultured whey, nonfat milk], titanium dioxide [color], soy lecithin [an emulsifier], lactic acid, vanilla), sugar, corn oil, salt, coloring (includes vegetable juice), tapioca dextrin, honey, gum arabic, natural flavors, corn syrup, confectioner's glaze.",
"Emojeez, Gummies Candy, Fruit",Healthy Food Brands Llc,"Corn syrup, sugar, water, gelatin, dextrose, citric acid, natural & artificial flavor, fd&c red 40, yellow 5, yellow 6, blue 1, mineral oil, carnauba wax.",
"Emojeez, Gummies Candy, Fruit",Healthy Food Brands Llc,"Corn syrup, sugar, water, gelatin, dextrose, citric acid, natural & artificial flavor, fd&c red 40, yellow 5, yellow 6, blue 1, mineral oil, carnauba wax.",
"Welch's, pb & j trail mix, strawberry","Welch's,  Healthy Food Brands Llc","Peanuts, strawberry flavored dried cranberries (cranberries, sugar, natural flavors, citric acid, sunflower oil, elderberry juice concentrate [color]), peanut flavored coating (dried cane syrup, palm kernel oil, partially defatted peanut flour, whey powder [milk], salt, soy lecithin [an emulsifier]), yogurt flavored coating (sugar, palm kernel oil and/or palm oil, nonfat dry milk, whey powder, nonfat yogurt powder [cultured whey, nonfat milk], titanium dioxide [color], soy lecithin [an emulsifier], lactic acid, vanilla), sugar, corn oil, salt, coloring (includes beet juice beta carotene, beet juice concentrate), tapioca dextrin, honey, gum arabic, corn syrup, natural flavors, confectioner's glaze.",
Oven roasted turkey breast with white turkey meat,Healthy Ones,"Ham, water, honey, contains 2% or less of dextrose, potassium lactate, salt, sodium phosphates, potassium chloride, sodium diacetate, sodium erythorbate, sodium nitrite. turkey breast, white turkey, turkey broth, contains 2% or less of potassium lactate, dextrose, salt, sodium phosphates, potassium chloride, sodium diacetate, natural flavor, sodium nitrite, sodium erythorbate.",
The Original Healthy Multi-Grain Bread,Milton's,"Unbleached enriched flour [wheat flour, malted barley flour, niacin (vitamin b3), iron, thiamin mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid], water, brown sugar, brown rice, cornmeal, honey, vital wheat gluten, yeast, wheat bran, rolled oats. contains 2% or less of each of the following: buttermilk, black and white sesame seeds, salt, distilled vinegar, calcium sulfate, oat fiber, poppy seeds, cultured wheat flour, natural enzymes, zinc oxide, calcium pantothenate (vitamin b), cyanocobalamin (vitamin b12), pyridoxine hydrochloride (vitamin b6), ascorbic acid, soy lecithin, soy flour and soy oil.",
Campbell's healthy request soup mushroom,,"Beef stock, water, mushrooms, modified food starch, wheat flour, tomato paste, contains less than 2% of: sauterne wine, vegetable oil (corn, canola, and/or soybean), yeast extract, salt, potassium chloride, natural flavoring, beef tallow, caramel color, lactic acid, beta carotene for color, disodium inosinate, disodium guanylate, celery extract, onion extract, garlic oil. contains: wheat",
Campbell's healthy request soup bean bacon,,"Water, pea beans, tomato puree (water, tomato paste), bacon (cured with water, salt, sugar, sodium phosphate, sodium erythorbate, sodium nitrite), carrots, contains less than 2% of: modified food starch, navy bean powder, sugar, potassium chloride, salt, flavoring, dehydrated onions, yeast extract, pork, pork fat, lower sodium natural sea salt, soybean oil, wheat starch, natural smoke flavoring, beef extract, disodium inosinate, disodium guanylate, lactic acid, citric acid, spice.",
"HEALTHY CHOICE Hearty Chicken Vegetable Soup, 17 OZ",,"Water, Tomatoes in Juice (Tomatoes, Tomato Juice, Calcium Chloride, Citric Acid), Cooked Chicken (Chicken Breast with Rib Meat, Water, Modified Rice Starch, Isolated Soy Protein, Salt, Sodium Phosphates), Onions, Green Zucchini, Carrots, Celery, Green Beans, Chicken Flavor (Contains Chicken Broth, Maltodextrin, Turkey Broth, Rendered Chicken Fat, Salt, Yeast Extract, Cooked Chicken, Turkey Fat, Turkey Meat, Cottonseed Oil, Mushroom Powder, Flavor, Disodium Inosinate & Disodium Guanylate), Pearled Barley, Less than 2% of: Tomato Concentrate, Modified Corn Starch, Sugar, Tomato Paste, Chardonnay Wine, Garlic, Saut̩ed Vegetables (Carrots, Celery, Onions), Canola Oil, Butter (Cream, Salt), Salt, Olive Oil, Sea Salt, Black Pepper, Soybean Oil, Natural Flavoring.CONTAINS: MILK, SOY.MAY CONTAIN: WHEAT.",
"HEALTHY CHOICE Lemon Chicken Quinoa Soup, 17 OZ",,"Water, Onions, Cooked Chicken (Chicken Breast with Rib Meat, Water, Modified Rice Starch, Isolated Soy Protein, Salt, Sodium Phosphates), Carrots, Celery, Kale, Modified Corn Starch, Garlic, Chicken Flavor (Contains Chicken Broth, Maltodextrin, Turkey Broth, Rendered Chicken Fat, Salt, Yeast Extract, Cooked Chicken, Turkey Fat, Turkey Meat, Cottonseed Oil, Mushroom Powder, Flavor, Disodium Inosinate & Disodium Guanylate), Less than 2% of: Quinoa, Chardonnay Wine, Sugar, Lemon Juice Concentrate, Canola Oil, Butter (Cream, Salt), Olive Oil, Spices, Salt, Beta Carotene (Color). CONTAINS: MILK, SOY.",
"HEALTHY CHOICE Cafe Steamers Honey Turkey Sweet Potatoes, 9.5 OZ",,"Sauce (water, sugar, onions, brown sugar, chicken flavor [chicken broth, salt, chicken fat], modified corn starch, contains 2% or less of: apple cider vinegar, honey, potassium chloride, sea salt, black pepper, xanthan gum), green beans, russet potatoes, sweet potatoes, cooked turkey (turkey breast, water, contains 2% or less of: isolated soy protein product [isolated soy protein, modified potato starch, corn starch, carrageenan, soy lecithin], olive oil, chicken flavor [maltodextrin, chicken broth, salt, flavors], dextrose, salt, potassium chloride, potassium and sodium phosphates, flavoring, soy lecithin), sweetened dried cranberries (cranberries, sugar, citric acid, sunflower oil, elderberry juice concentrate). contains: soy.",
"HEALTHY CHOICE Cafe Steamers Sweet Spicy Orange Chicken, 9.5 OZ",,"Cooked rice (water, white rice), cooked chicken (chicken breast, water, olive oil, contains 2% or less of: isolated soy protein product [isolated soy protein, modified potato starch, corn starch, carrageenan, soy lecithin], dextrose, potassium chloride, salt, sodium phosphates, flavoring), water, broccoli, edamame, red bell peppers, scallions, orange marmalade (high fructose corn syrup, corn syrup, orange peel, orange juice, citric acid, pectin), brown sugar, soy sauce (water, wheat, soybeans, salt, alcohol, vinegar, lactic acid), contains 2% or less of: apple cider vinegar, modified corn starch, garlic, onions, cooking wine (white wine, natural flavor, salt), ginger puree, lemon juice concentrate, ginger, canola oil, chardonnay wine, chili paste (red chili peppers, distilled vinegar, salt, xanthan gum), extractives of paprika, sunflower oil. contains: soy, wheat.",
"Healthy Choice Cafe Steamers Frozen Dinner, Crustless Chicken Pot Pie, 9.6 Ounce, 9.6 OZ",Healthy choice,"Pot pie sauce (water, modified corn starch, chicken flavor [chicken broth, salt, chicken fat], contains 2% or less of: soybean oil, butter [cream, salt], onions, nonfat dry milk, chardonnay wine, garlic, potassium chloride, sea salt, spices, canola oil, olive oil, xanthan gum, guar gum), cooked chicken (chicken breast, water, olive oil, contains 2% or less of: isolated soy protein product [isolated soy protein, modified potato starch, corn starch, carrageenan, soy lecithin], dextrose, potassium chloride, salt, sodium phosphates, flavoring), dumplings (water, wheat flour, whole eggs, durum wheat flour, salt, spices, natural flavor, oleoresin turmeric), corn, carrots, peas. contains: egg, milk, soy, wheat.",
"HEALTHY CHOICE Vegetable Potstickers, 56 OZ",,"Vegetable Potsticker: Filler (Cabbage, Vermicelli [Green Mung Bean, Water], Baked Tofu [Tofu {Water, Whole Organic Soybeans, Nigari}, Tamari {Water, Soybeans, Salt, Alcohol, Wheat}, Natural Flavors, Spices], Bulgur Wheat, Precooked Rice, Water Chestnuts, Green Beans, Onions, Water, Carrots, Soy Sauce [Water, Wheat, Soybeans, Salt], Expeller Pressed Sesame Oil, Dried Cane Syrup, Xanthan Gum, Spice) Wrapper (Wheat Flour, Corn Starch, Expeller Pressed Vegetable Oil [Soybean And/Or Canola] Water, Carrots, Red Bell Peppers, Sugar, Sake Wine, Rice Vinegar, Soy Sauce (Water, Wheat, Soybeans, Salt, Alcohol, Vinegar, Lactic Acid), Scallions, Contains 2% or less of: Corn Starch, Spices, Garlic, Locust Bean Gum._x000D_CONTAINS: WHEAT, SOY.",
